shipment_id,shipment_date,origin,destination,lane,carrier_id,carrier_name,vehicle_type,weight_kg,distance_km,priority,industry,bid_price_inr,transit_days_planned,transit_days_actual,on_time_delivery,delayed_days,damage_reported,delivered,carrier_score,risk_level,award_given,feedback_rating,negotiation_signal,market_rate_inr
SHP-02282,2024-04-09,Ludhiana,Kolkata,LUD-KOL,C006,Ecom Express,HCV,5633.8,1130,Standard,Textile,30087.47,2,6.4,No,4.4,No,Yes,84.2,Low,Yes,2.9,Yes,22600
SHP-02283,2023-12-05,Kanpur,Lucknow,KAN-LUC,C008,VRL Logistics,HCV,3391.5,80,Urgent,Industrial,11621.83,1,1.0,Yes,0.0,No,Yes,90.5,Low,Yes,3.6,Yes,1600
SHP-02284,2024-08-26,Coimbatore,Ludhiana,COI-LUD,C014,DHL Supply Chain India,Trailer,818.1,1611,Standard,Pharma,39766.48,3,3.0,Yes,0.0,No,Yes,100.0,Low,Yes,5.0,Yes,32220
SHP-02285,2023-02-24,Lucknow,Pune,LUC-PUN,C004,TCI Freight,Trailer,9381.4,1910,Standard,Machinery,60857.18,5,5.0,Yes,0.0,No,Yes,95.1,Low,Yes,3.0,Yes,38200
SHP-02286,2023-11-24,Visakhapatnam,Jaipur,VIS-JAI,C013,Allcargo Logistics,LCV,5170.2,483,Standard,Textile,13313.56,1,1.0,Yes,0.0,No,Yes,94.5,Low,Yes,5.0,Yes,9660
SHP-02287,2024-03-20,Ludhiana,Kochi,LUD-KOC,C007,Safexpress,MCV,3752.5,1744,Urgent,Textile,53972.51,3,3.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.6,Yes,34880
SHP-02288,2023-05-28,Ahmedabad,Surat,AHM-SUR,C015,FedEx Freight India,Container,1189.6,264,Urgent,Chemical,9467.33,1,1.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.4,Yes,5280
SHP-02289,2024-01-29,Ahmedabad,Visakhapatnam,AHM-VIS,C001,BlueDart Express,Container,1581.0,887,Standard,Chemical,13775.95,2,2.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.1,No,17740
SHP-02290,2023-02-25,Kanpur,Surat,KAN-SUR,C005,Mahindra Logistics,HCV,7960.7,477,Standard,Retail,24226.59,1,1.0,Yes,0.0,No,Yes,92.8,Low,Yes,3.9,Yes,9540
SHP-02291,2024-02-28,Visakhapatnam,Vadodara,VIS-VAD,C001,BlueDart Express,LCV,2417.3,1797,Standard,Machinery,28959.41,4,4.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.5,No,35940
SHP-02292,2024-05-31,Coimbatore,Nagpur,COI-NAG,C005,Mahindra Logistics,HCV,5261.5,1031,Urgent,Automotive,38860.94,3,3.0,Yes,0.0,No,Yes,94.4,Low,Yes,4.5,Yes,20620
SHP-02293,2023-02-20,Chennai,Hyderabad,CHE-HYD,C015,FedEx Freight India,Container,2138.7,627,Standard,Machinery,11589.2,1,1.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.9,No,12540
SHP-02294,2023-01-30,Bengaluru,Kolkata,BEN-KOL,C006,Ecom Express,LCV,11190.8,1690,Standard,Food & Beverage,44702.6,4,4.0,Yes,0.0,No,Yes,86.5,Low,Yes,3.8,Yes,33800
SHP-02295,2023-06-10,Nagpur,Kochi,NAG-KOC,C005,Mahindra Logistics,LCV,1636.5,1769,Standard,Textile,43074.56,5,13.8,No,8.8,No,Yes,93.8,Low,Yes,3.5,Yes,35380
SHP-02296,2023-02-24,Hyderabad,Kochi,HYD-KOC,C012,ShadowFax Freight,Container,12537.4,2099,Express,Electronics,54653.4,5,5.0,Yes,0.0,No,Yes,98.9,Low,Yes,3.1,Yes,41980
SHP-02297,2023-09-28,Kolkata,Nagpur,KOL-NAG,C009,Rivigo,Trailer,3133.4,1569,Standard,Pharma,28482.91,3,3.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.7,No,31380
SHP-02298,2024-08-20,Vadodara,Surat,VAD-SUR,C014,DHL Supply Chain India,LCV,5405.6,1535,Express,Industrial,44878.74,4,4.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.9,Yes,30700
SHP-02299,2023-06-09,Lucknow,Hyderabad,LUC-HYD,C004,TCI Freight,LCV,8783.5,1988,Standard,FMCG,57379.6,4,10.7,No,6.7,No,Yes,96.9,Low,Yes,2.5,Yes,39760
SHP-02300,2023-11-05,Mumbai,Chennai,MUM-CHE,C009,Rivigo,Trailer,7075.4,1338,Urgent,Industrial,55880.21,3,8.8,No,5.8,No,Yes,100.0,Low,Yes,1.8,Yes,26760
SHP-02301,2023-02-03,Lucknow,Delhi,LUC-DEL,C012,ShadowFax Freight,LCV,13618.4,555,Standard,Textile,27884.74,1,1.0,Yes,0.0,No,Yes,98.1,Low,Yes,3.5,Yes,11100
SHP-02302,2023-03-31,Indore,Chennai,IND-CHE,C004,TCI Freight,Trailer,4506.2,1659,Urgent,Machinery,45290.7,4,4.0,Yes,0.0,No,Yes,97.8,Low,Yes,3.6,Yes,33180
SHP-02303,2024-05-29,Pune,Visakhapatnam,PUN-VIS,C012,ShadowFax Freight,MCV,10016.3,2187,Standard,Food & Beverage,61174.92,5,5.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.8,Yes,43740
SHP-02304,2023-03-24,Bhopal,Bengaluru,BHO-BEN,C006,Ecom Express,LCV,11153.6,1034,Standard,Industrial,41247.07,2,2.0,Yes,0.0,No,Yes,87.6,Low,Yes,4.1,Yes,20680
SHP-02305,2024-02-28,Indore,Kolkata,IND-KOL,C007,Safexpress,LCV,6139.6,813,Standard,Machinery,25664.12,2,2.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.4,Yes,16260
SHP-02306,2024-08-30,Hyderabad,Surat,HYD-SUR,C015,FedEx Freight India,Container,13970.0,1060,Standard,Industrial,33392.06,3,7.2,No,4.2,No,Yes,100.0,Low,Yes,3.3,Yes,21200
SHP-02307,2024-09-13,Visakhapatnam,Nagpur,VIS-NAG,C010,XpressBees Freight,Container,8324.0,1295,Express,Machinery,51198.12,2,2.0,Yes,0.0,No,Yes,86.7,Low,Yes,3.7,Yes,25900
SHP-02308,2023-03-22,Kochi,Delhi,KOC-DEL,C005,Mahindra Logistics,Container,3112.7,1751,Standard,Pharma,44628.34,4,4.0,Yes,0.0,Yes,Yes,95.2,Low,Yes,3.8,Yes,35020
SHP-02309,2024-03-11,Mumbai,Hyderabad,MUM-HYD,C008,VRL Logistics,LCV,3096.8,711,Urgent,FMCG,28462.99,2,9.0,No,7.0,No,Yes,89.3,Low,Yes,3.1,Yes,14220
SHP-02310,2024-10-18,Mumbai,Coimbatore,MUM-COI,C013,Allcargo Logistics,LCV,2648.0,607,Express,Electronics,16953.14,1,1.0,Yes,0.0,No,Yes,95.8,Low,Yes,4.5,Yes,12140
SHP-02311,2024-04-25,Bhopal,Surat,BHO-SUR,C013,Allcargo Logistics,HCV,77.9,432,Standard,Automotive,6284.67,1,1.0,Yes,0.0,No,Yes,95.1,Low,Yes,3.9,No,8640
SHP-02312,2023-06-04,Nagpur,Ahmedabad,NAG-AHM,C012,ShadowFax Freight,MCV,4906.9,1925,Standard,Retail,30061.55,5,5.0,Yes,0.0,No,No,100.0,Low,No,4.7,No,38500
SHP-02313,2024-11-11,Vadodara,Lucknow,VAD-LUC,C009,Rivigo,MCV,14775.3,1664,Standard,Food & Beverage,54405.47,3,3.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.2,Yes,33280
SHP-02314,2024-09-23,Kochi,Mumbai,KOC-MUM,C013,Allcargo Logistics,Trailer,9581.3,728,Express,Retail,32044.23,2,2.0,Yes,0.0,No,Yes,96.6,Low,Yes,4.7,Yes,14560
SHP-02315,2024-11-10,Vadodara,Bhopal,VAD-BHO,C005,Mahindra Logistics,MCV,202.1,988,Express,Machinery,15276.78,2,3.2,No,1.2,No,Yes,94.4,Low,Yes,2.9,No,19760
SHP-02316,2024-04-07,Chennai,Kolkata,CHE-KOL,C003,Delhivery Freight,HCV,3801.5,1755,Standard,Chemical,48171.51,3,3.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.5,Yes,35100
SHP-02317,2024-02-12,Delhi,Nagpur,DEL-NAG,C007,Safexpress,LCV,6848.9,1326,Express,FMCG,38126.98,3,3.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.1,Yes,26520
SHP-02318,2023-01-05,Kanpur,Pune,KAN-PUN,C013,Allcargo Logistics,Container,9010.9,1781,Standard,Food & Beverage,39815.97,3,3.0,Yes,0.0,No,Yes,96.8,Low,Yes,3.8,Yes,35620
SHP-02319,2024-06-04,Vadodara,Bengaluru,VAD-BEN,C004,TCI Freight,Trailer,10901.9,1119,Standard,Chemical,30372.06,2,2.0,Yes,0.0,No,Yes,99.4,Low,Yes,3.2,Yes,22380
SHP-02320,2023-09-27,Vadodara,Lucknow,VAD-LUC,C011,SpotOn Logistics,Container,10641.1,850,Standard,Pharma,30814.1,2,2.0,Yes,0.0,No,Yes,78.7,Medium,Yes,4.7,Yes,17000
SHP-02321,2024-03-23,Coimbatore,Bhopal,COI-BHO,C014,DHL Supply Chain India,Trailer,14801.9,1956,Standard,Electronics,67769.38,5,5.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.4,Yes,39120
SHP-02322,2024-07-31,Vadodara,Bengaluru,VAD-BEN,C012,ShadowFax Freight,Trailer,8935.4,1052,Express,Food & Beverage,41182.85,2,8.5,No,6.5,No,Yes,100.0,Low,Yes,1.9,Yes,21040
SHP-02323,2023-12-02,Mumbai,Hyderabad,MUM-HYD,C010,XpressBees Freight,MCV,4307.4,711,Express,Automotive,19612.8,1,1.0,Yes,0.0,No,Yes,85.6,Low,Yes,4.9,Yes,14220
SHP-02324,2023-03-10,Hyderabad,Mumbai,HYD-MUM,C011,SpotOn Logistics,MCV,484.6,711,Standard,Food & Beverage,18159.3,2,2.0,Yes,0.0,No,Yes,82.3,Low,Yes,3.9,Yes,14220
SHP-02325,2024-01-20,Kolkata,Kochi,KOL-KOC,C003,Delhivery Freight,Trailer,3030.1,335,Standard,Textile,11378.65,1,1.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.0,Yes,6700
SHP-02326,2023-09-24,Nagpur,Lucknow,NAG-LUC,C008,VRL Logistics,MCV,4340.7,1949,Urgent,Retail,61007.83,5,5.0,Yes,0.0,No,Yes,88.7,Low,Yes,4.2,Yes,38980
SHP-02327,2023-12-29,Vadodara,Lucknow,VAD-LUC,C005,Mahindra Logistics,Container,13419.3,1171,Express,Electronics,43189.01,3,3.0,Yes,0.0,No,Yes,93.3,Low,Yes,3.4,Yes,23420
SHP-02328,2024-06-04,Chennai,Pune,CHE-PUN,C010,XpressBees Freight,Trailer,2682.7,1940,Standard,Industrial,32593.36,4,4.0,Yes,0.0,No,Yes,87.2,Low,Yes,4.7,No,38800
SHP-02329,2024-11-18,Surat,Indore,SUR-IND,C002,GATI Limited,Trailer,4766.5,2003,Standard,Automotive,31736.44,6,7.3,No,1.3,No,Yes,92.3,Low,Yes,2.3,No,40060
SHP-02330,2023-02-03,Kolkata,Lucknow,KOL-LUC,C012,ShadowFax Freight,Trailer,4281.7,1316,Urgent,Electronics,59032.65,3,3.0,Yes,0.0,No,Yes,99.8,Low,Yes,4.2,Yes,26320
SHP-02331,2024-07-08,Kochi,Bengaluru,KOC-BEN,C009,Rivigo,MCV,2194.6,570,Standard,Industrial,12948.98,1,1.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.2,Yes,11400
SHP-02332,2023-10-17,Vadodara,Delhi,VAD-DEL,C004,TCI Freight,HCV,5332.9,1847,Standard,Machinery,36417.59,5,5.0,Yes,0.0,No,Yes,99.3,Low,Yes,4.2,No,36940
SHP-02333,2024-10-09,Kolkata,Hyderabad,KOL-HYD,C004,TCI Freight,Trailer,8156.5,1442,Express,Chemical,43708.43,3,3.0,Yes,0.0,No,Yes,96.8,Low,Yes,5.0,Yes,28840
SHP-02334,2023-08-12,Bengaluru,Kolkata,BEN-KOL,C013,Allcargo Logistics,MCV,4680.6,2002,Urgent,Machinery,83572.08,4,4.0,Yes,0.0,No,Yes,94.2,Low,Yes,3.2,Yes,40040
SHP-02335,2023-01-09,Ahmedabad,Coimbatore,AHM-COI,C004,TCI Freight,Container,10374.2,629,Standard,Machinery,33082.91,2,2.0,Yes,0.0,No,Yes,94.9,Low,Yes,3.2,Yes,12580
SHP-02336,2024-02-29,Surat,Vadodara,SUR-VAD,C002,GATI Limited,MCV,4919.3,1428,Standard,FMCG,23298.93,4,4.0,Yes,0.0,No,Yes,93.4,Low,Yes,4.2,No,28560
SHP-02337,2024-03-30,Visakhapatnam,Vadodara,VIS-VAD,C010,XpressBees Freight,MCV,11460.4,576,Standard,Pharma,33542.05,1,1.0,Yes,0.0,No,Yes,89.9,Low,Yes,3.4,Yes,11520
SHP-02338,2023-06-23,Mumbai,Kolkata,MUM-KOL,C007,Safexpress,Trailer,5702.2,1987,Urgent,Chemical,56747.47,5,5.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.5,Yes,39740
SHP-02339,2023-04-08,Coimbatore,Bengaluru,COI-BEN,C004,TCI Freight,Container,6102.9,2191,Express,Chemical,84108.92,4,4.0,Yes,0.0,No,Yes,96.0,Low,Yes,3.9,Yes,43820
SHP-02340,2024-03-05,Surat,Lucknow,SUR-LUC,C011,SpotOn Logistics,Container,14239.6,1960,Urgent,Pharma,103175.9,4,11.5,No,7.5,No,Yes,80.3,Low,Yes,3.4,Yes,39200
SHP-02341,2024-04-15,Chennai,Hyderabad,CHE-HYD,C006,Ecom Express,MCV,6520.1,627,Standard,Food & Beverage,19017.91,1,1.0,Yes,0.0,No,Yes,83.9,Low,Yes,4.3,Yes,12540
SHP-02342,2023-03-03,Visakhapatnam,Mumbai,VIS-MUM,C010,XpressBees Freight,MCV,3074.0,1415,Standard,Machinery,23843.17,4,4.0,Yes,0.0,No,Yes,86.8,Low,Yes,4.3,No,28300
SHP-02343,2024-01-04,Kanpur,Indore,KAN-IND,C004,TCI Freight,MCV,3653.6,1709,Urgent,Machinery,41819.94,5,5.0,Yes,0.0,No,Yes,96.8,Low,Yes,4.8,Yes,34180
SHP-02344,2024-10-17,Lucknow,Bhopal,LUC-BHO,C014,DHL Supply Chain India,MCV,14081.6,1386,Express,Electronics,43650.98,4,4.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.3,Yes,27720
SHP-02345,2024-04-18,Bengaluru,Indore,BEN-IND,C002,GATI Limited,Trailer,7903.8,1662,Standard,Food & Beverage,49381.59,3,3.0,Yes,0.0,No,Yes,96.1,Low,Yes,5.0,Yes,33240
SHP-02346,2023-07-09,Kochi,Mumbai,KOC-MUM,C004,TCI Freight,HCV,8369.8,1701,Express,Food & Beverage,67163.15,4,4.0,Yes,0.0,No,Yes,95.6,Low,Yes,4.2,Yes,34020
SHP-02347,2024-02-06,Pune,Ludhiana,PUN-LUD,C005,Mahindra Logistics,MCV,11589.8,484,Standard,Pharma,26945.34,1,1.0,Yes,0.0,No,Yes,92.9,Low,Yes,4.0,Yes,9680
SHP-02348,2023-09-02,Jaipur,Kanpur,JAI-KAN,C006,Ecom Express,Container,1013.1,869,Urgent,Pharma,24925.61,2,2.0,Yes,0.0,No,Yes,84.1,Low,Yes,3.1,Yes,17380
SHP-02349,2024-08-16,Pune,Visakhapatnam,PUN-VIS,C003,Delhivery Freight,HCV,7148.9,1182,Standard,Machinery,27287.5,2,2.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.6,Yes,23640
SHP-02350,2024-07-06,Vadodara,Indore,VAD-IND,C011,SpotOn Logistics,MCV,1431.1,585,Standard,Automotive,12123.67,1,1.0,Yes,0.0,No,Yes,78.5,Medium,Yes,3.9,No,11700
SHP-02351,2024-07-11,Delhi,Visakhapatnam,DEL-VIS,C014,DHL Supply Chain India,MCV,14150.2,2088,Standard,Automotive,66166.37,5,5.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.9,Yes,41760
SHP-02352,2024-04-25,Ahmedabad,Indore,AHM-IND,C004,TCI Freight,MCV,5979.6,459,Standard,Food & Beverage,10435.28,1,1.0,Yes,0.0,No,Yes,95.0,Low,Yes,4.9,Yes,9180
SHP-02353,2024-03-19,Nagpur,Surat,NAG-SUR,C010,XpressBees Freight,HCV,7757.7,400,Express,Textile,24771.89,1,1.0,Yes,0.0,No,Yes,90.5,Low,Yes,4.4,Yes,8000
SHP-02354,2023-07-03,Kolkata,Chennai,KOL-CHE,C001,BlueDart Express,LCV,14263.7,1760,Express,Retail,52940.03,3,7.0,No,4.0,No,Yes,100.0,Low,Yes,3.0,Yes,35200
SHP-02355,2023-04-17,Visakhapatnam,Lucknow,VIS-LUC,C008,VRL Logistics,Trailer,13711.1,1560,Standard,Pharma,52199.42,3,3.0,Yes,0.0,No,Yes,89.5,Low,Yes,5.0,Yes,31200
SHP-02356,2024-10-14,Indore,Delhi,IND-DEL,C012,ShadowFax Freight,MCV,11866.2,1651,Express,Automotive,54536.55,4,4.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.2,Yes,33020
SHP-02357,2023-10-22,Nagpur,Hyderabad,NAG-HYD,C015,FedEx Freight India,LCV,4198.0,503,Express,Retail,20533.56,1,1.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.2,Yes,10060
SHP-02358,2023-12-21,Kanpur,Delhi,KAN-DEL,C014,DHL Supply Chain India,HCV,13672.1,663,Standard,Electronics,33563.83,2,2.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.3,Yes,13260
SHP-02359,2023-12-21,Mumbai,Kochi,MUM-KOC,C013,Allcargo Logistics,HCV,9267.3,651,Standard,Pharma,23333.83,1,1.0,Yes,0.0,No,Yes,94.7,Low,Yes,4.1,Yes,13020
SHP-02360,2024-01-01,Kolkata,Jaipur,KOL-JAI,C011,SpotOn Logistics,Trailer,11654.2,707,Standard,Textile,31722.26,2,4.9,No,2.9,No,Yes,81.4,Low,Yes,2.1,Yes,14140
SHP-02361,2023-07-05,Vadodara,Pune,VAD-PUN,C003,Delhivery Freight,MCV,12319.3,311,Urgent,Food & Beverage,39111.35,1,1.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.9,Yes,6220
SHP-02362,2023-02-16,Nagpur,Vadodara,NAG-VAD,C001,BlueDart Express,MCV,14584.2,546,Express,Machinery,31370.29,1,1.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.6,Yes,10920
SHP-02363,2023-06-22,Ludhiana,Bengaluru,LUD-BEN,C004,TCI Freight,MCV,9031.7,2117,Standard,Electronics,63109.81,5,5.0,Yes,0.0,No,Yes,97.3,Low,Yes,3.3,Yes,42340
SHP-02364,2023-09-21,Kolkata,Vadodara,KOL-VAD,C004,TCI Freight,HCV,14406.2,1335,Standard,Electronics,40028.89,3,3.0,Yes,0.0,No,Yes,98.3,Low,Yes,3.7,Yes,26700
SHP-02365,2024-02-26,Bhopal,Mumbai,BHO-MUM,C004,TCI Freight,Container,14780.8,760,Express,Textile,40930.66,2,2.0,Yes,0.0,No,Yes,96.8,Low,Yes,3.0,Yes,15200
SHP-02366,2023-05-01,Delhi,Surat,DEL-SUR,C015,FedEx Freight India,Trailer,7691.8,1674,Standard,Industrial,46586.59,4,4.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.1,Yes,33480
SHP-02367,2024-05-11,Jaipur,Lucknow,JAI-LUC,C005,Mahindra Logistics,MCV,8607.2,1263,Urgent,FMCG,59828.18,2,3.1,No,1.1,No,Yes,94.7,Low,Yes,2.9,Yes,25260
SHP-02368,2024-01-23,Bhopal,Jaipur,BHO-JAI,C015,FedEx Freight India,Trailer,5972.1,1385,Standard,Chemical,26815.74,3,6.2,No,3.2,No,Yes,100.0,Low,Yes,2.1,No,27700
SHP-02369,2023-08-04,Kochi,Jaipur,KOC-JAI,C002,GATI Limited,LCV,149.9,603,Urgent,Automotive,13711.15,1,1.0,Yes,0.0,No,Yes,93.6,Low,Yes,4.9,Yes,12060
SHP-02370,2023-12-03,Surat,Mumbai,SUR-MUM,C005,Mahindra Logistics,HCV,8733.9,742,Standard,Retail,17918.62,2,2.0,Yes,0.0,No,Yes,94.8,Low,Yes,3.6,Yes,14840
SHP-02371,2023-11-19,Visakhapatnam,Delhi,VIS-DEL,C004,TCI Freight,Trailer,11121.5,1664,Standard,Retail,36752.34,4,4.0,Yes,0.0,No,Yes,96.4,Low,Yes,3.8,Yes,33280
SHP-02372,2024-10-01,Jaipur,Pune,JAI-PUN,C010,XpressBees Freight,Container,13193.9,1999,Standard,Machinery,39329.16,4,4.0,Yes,0.0,No,Yes,89.5,Low,Yes,4.7,No,39980
SHP-02373,2023-08-31,Delhi,Visakhapatnam,DEL-VIS,C011,SpotOn Logistics,MCV,14726.2,1400,Standard,Machinery,58166.51,3,5.1,No,2.1,No,Yes,80.1,Low,Yes,2.9,Yes,28000
SHP-02374,2024-09-22,Coimbatore,Lucknow,COI-LUC,C005,Mahindra Logistics,Trailer,7367.2,1789,Express,Automotive,48434.81,5,9.7,No,4.7,No,Yes,97.2,Low,Yes,2.3,Yes,35780
SHP-02375,2023-09-14,Lucknow,Ludhiana,LUC-LUD,C008,VRL Logistics,Trailer,3533.6,1223,Standard,Automotive,31487.35,3,3.0,Yes,0.0,No,Yes,92.6,Low,Yes,4.5,Yes,24460
SHP-02376,2024-10-01,Chennai,Delhi,CHE-DEL,C009,Rivigo,HCV,11200.0,2194,Standard,Chemical,66808.8,5,5.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.6,Yes,43880
SHP-02377,2024-06-02,Bhopal,Visakhapatnam,BHO-VIS,C008,VRL Logistics,LCV,6836.2,1655,Express,Machinery,52254.19,4,4.0,Yes,0.0,No,Yes,87.9,Low,Yes,3.5,Yes,33100
SHP-02378,2023-06-13,Lucknow,Kochi,LUC-KOC,C009,Rivigo,Trailer,10722.5,2178,Standard,Pharma,54913.59,5,5.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.2,Yes,43560
SHP-02379,2024-08-19,Kochi,Vadodara,KOC-VAD,C010,XpressBees Freight,Container,12725.6,1613,Standard,Pharma,48589.1,4,5.2,No,1.2,No,Yes,89.5,Low,Yes,2.9,Yes,32260
SHP-02380,2023-07-28,Visakhapatnam,Lucknow,VIS-LUC,C015,FedEx Freight India,MCV,2939.9,1053,Standard,Textile,20406.39,3,3.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.6,No,21060
SHP-02381,2023-10-06,Indore,Jaipur,IND-JAI,C005,Mahindra Logistics,LCV,10664.3,1421,Standard,Textile,21957.01,4,4.0,Yes,0.0,No,Yes,96.9,Low,Yes,5.0,No,28420
SHP-02382,2023-06-15,Delhi,Coimbatore,DEL-COI,C005,Mahindra Logistics,Container,653.2,1888,Express,Pharma,49602.53,5,5.0,Yes,0.0,No,Yes,97.1,Low,Yes,3.3,Yes,37760
SHP-02383,2024-10-19,Ahmedabad,Surat,AHM-SUR,C005,Mahindra Logistics,Container,10682.2,264,Urgent,Pharma,28479.76,1,1.0,Yes,0.0,No,Yes,96.1,Low,Yes,4.8,Yes,5280
SHP-02384,2023-03-10,Jaipur,Kochi,JAI-KOC,C012,ShadowFax Freight,Trailer,7655.5,1050,Urgent,Electronics,57562.51,2,2.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.3,Yes,21000
SHP-02385,2024-02-15,Vadodara,Delhi,VAD-DEL,C013,Allcargo Logistics,Trailer,10413.4,1180,Express,FMCG,40448.43,3,3.0,Yes,0.0,No,Yes,98.3,Low,Yes,3.5,Yes,23600
SHP-02386,2024-02-11,Pune,Nagpur,PUN-NAG,C007,Safexpress,HCV,930.1,706,Standard,Electronics,18336.7,1,1.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.2,Yes,14120
SHP-02387,2023-11-30,Hyderabad,Kochi,HYD-KOC,C010,XpressBees Freight,Trailer,11038.0,1747,Standard,Chemical,48277.01,5,13.2,No,8.2,No,Yes,86.3,Low,Yes,2.9,Yes,34940
SHP-02388,2023-06-21,Mumbai,Lucknow,MUM-LUC,C004,TCI Freight,LCV,8239.0,1348,Express,Retail,38948.91,3,3.0,Yes,0.0,No,Yes,96.4,Low,Yes,3.1,Yes,26960
SHP-02389,2023-10-17,Kolkata,Ludhiana,KOL-LUD,C002,GATI Limited,Trailer,7678.6,952,Standard,Chemical,20932.88,2,2.0,Yes,0.0,No,Yes,94.3,Low,Yes,4.4,No,19040
SHP-02390,2023-03-08,Indore,Mumbai,IND-MUM,C007,Safexpress,HCV,13625.3,1720,Standard,Automotive,46617.83,4,4.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.7,Yes,34400
SHP-02391,2024-11-02,Hyderabad,Delhi,HYD-DEL,C014,DHL Supply Chain India,Trailer,10697.6,1568,Express,Retail,48525.3,4,4.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.3,Yes,31360
SHP-02392,2024-11-12,Indore,Ludhiana,IND-LUD,C005,Mahindra Logistics,MCV,5057.4,753,Urgent,Retail,39467.86,2,2.0,Yes,0.0,No,Yes,95.4,Low,Yes,4.9,Yes,15060
SHP-02393,2024-01-17,Coimbatore,Kolkata,COI-KOL,C003,Delhivery Freight,Trailer,3392.5,537,Urgent,Food & Beverage,20031.0,1,1.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.7,Yes,10740
SHP-02394,2024-05-19,Kanpur,Bhopal,KAN-BHO,C001,BlueDart Express,MCV,14462.1,1045,Urgent,Industrial,44698.29,2,2.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.3,Yes,20900
SHP-02395,2023-09-10,Vadodara,Visakhapatnam,VAD-VIS,C010,XpressBees Freight,HCV,9854.2,1188,Urgent,Retail,66481.54,3,3.0,Yes,0.0,No,Yes,89.3,Low,Yes,3.1,Yes,23760
SHP-02396,2024-06-17,Bengaluru,Bhopal,BEN-BHO,C013,Allcargo Logistics,Trailer,14274.6,1859,Standard,FMCG,56033.26,5,5.0,Yes,0.0,No,Yes,96.8,Low,Yes,3.4,Yes,37180
SHP-02397,2023-07-22,Jaipur,Kanpur,JAI-KAN,C009,Rivigo,LCV,347.4,1623,Urgent,Chemical,45456.7,3,3.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.6,Yes,32460
SHP-02398,2023-04-08,Indore,Lucknow,IND-LUC,C004,TCI Freight,MCV,12195.5,609,Standard,Chemical,25529.7,1,1.0,Yes,0.0,No,Yes,95.9,Low,Yes,4.4,Yes,12180
SHP-02399,2023-11-06,Bengaluru,Vadodara,BEN-VAD,C009,Rivigo,Container,701.2,858,Urgent,Textile,22025.26,2,2.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.2,Yes,17160
SHP-02400,2023-01-19,Hyderabad,Indore,HYD-IND,C009,Rivigo,Container,7338.6,525,Standard,Automotive,20913.22,1,1.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.3,Yes,10500
SHP-02401,2023-02-04,Bhopal,Delhi,BHO-DEL,C009,Rivigo,MCV,4053.2,547,Standard,Textile,14041.81,1,1.0,Yes,0.0,No,Yes,100.0,Low,Yes,5.0,Yes,10940
SHP-02402,2023-04-19,Kolkata,Kanpur,KOL-KAN,C011,SpotOn Logistics,Trailer,10823.8,1361,Urgent,Machinery,38644.67,3,5.1,No,2.1,No,Yes,79.7,Medium,Yes,3.3,Yes,27220
SHP-02403,2023-04-28,Bengaluru,Ahmedabad,BEN-AHM,C015,FedEx Freight India,Trailer,4394.7,2102,Express,Retail,65949.22,6,6.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.8,Yes,42040
SHP-02404,2023-11-25,Pune,Delhi,PUN-DEL,C008,VRL Logistics,Container,12140.5,1975,Urgent,Food & Beverage,89283.05,4,8.6,No,4.6,No,Yes,88.7,Low,Yes,1.7,Yes,39500
